
test_runs,variables,constraints,timestamp,total_avg,total_max,total_min,feasible_avg,feasible_max,feasible_min,infeas_avg,infeas_max,infeas_min,zero_max,zero_min,zero_avg
10,100,100,2024-11-17 21:22:13.563856,0.0394274,0.066721,0.008402,0.034815,0.061228,0.008402,0.0405805,0.066721,0.015542,nan,nan,nan
10,100,100,2024-11-19 21:37:13.188576,0.0242287,0.042164,0.012764,0.012764,0.012764,0.012764,0.025502555555555556,0.042164,0.014006,nan,nan,nan
10,100,100,2024-11-19 21:37:24.725676,0.0170955,0.041344,0.004722,0.006325,0.006325,0.006325,0.018292222222222224,0.041344,0.004722,nan,nan,nan
10,100,100,2024-11-19 21:37:35.856416,0.0050108999999999996,0.036507,1e-06,0.00029214285714285713,0.000943,1e-06,0.016021333333333332,0.036507,0.004431,1e-06,1e-06,1e-06
10,100,200,2024-11-19 21:37:40.838544,0.0221927,0.06262,1e-06,0.000252,0.000538,1e-06,0.03159585714285714,0.06262,0.011796,1e-06,1e-06,1e-06
10,100,100,2024-11-19 21:38:11.049593,0.0175494,0.029342,0.005139,0.013708,0.013708,0.013708,0.01797622222222222,0.029342,0.005139,nan,nan,nan
10,100,100,2024-11-19 21:38:26.689033,0.024984800000000005,0.048203,0.008935,0.008935,0.008935,0.008935,0.026768111111111114,0.048203,0.013471,nan,nan,nan
10,100,100,2024-11-19 21:39:04.492019,0.0315245,0.05388,0.009265,0.038867,0.038867,0.038867,0.03070866666666667,0.05388,0.009265,nan,nan,nan
10,100,100,2024-11-19 21:39:45.798467,0.023491699999999997,0.044772,0.010453,0.011904,0.011904,0.011904,0.024779222222222223,0.044772,0.010453,nan,nan,nan
10,100,100,2024-11-19 21:40:28.851527,0.026725500000000003,0.046182,0.011808,0.017464,0.017464,0.017464,0.027754555555555553,0.046182,0.011808,nan,nan,nan
10,100,100,2024-11-19 21:41:03.047755,0.0198191,0.056448,0.008628,0.0122525,0.012643,0.011862,0.02171075,0.056448,0.008628,nan,nan,nan
10,100,100,2024-11-19 21:41:38.357518,0.0262216,0.045684,0.011018,0.012724,0.012724,0.012724,0.027721333333333334,0.045684,0.011018,nan,nan,nan
10,100,100,2024-11-19 21:42:27.165101,0.0252094,0.045406,0.011602,0.035512,0.035512,0.035512,0.024064666666666665,0.045406,0.011602,nan,nan,nan
10,100,100,2024-11-19 21:42:44.075753,0.0199285,0.047902,0.007444,0.011817,0.01619,0.007444,0.021956375,0.047902,0.011008,nan,nan,nan
10,100,100,2024-11-19 21:43:26.736845,0.024165799999999998,0.041627,0.013309,0.013309,0.013309,0.013309,0.02537211111111111,0.041627,0.013746,nan,nan,nan
10,100,100,2024-11-19 21:44:28.307827,0.029002299999999998,0.07092,0.004997,0.01156,0.020189,0.004997,0.0406305,0.07092,0.014814,nan,nan,nan
10,100,100,2024-11-19 21:45:23.202851,0.0222823,0.036894,0.00757,0.0150175,0.022465,0.00757,0.024098500000000002,0.036894,0.009636,nan,nan,nan
10,100,100,2024-11-19 21:46:00.547446,0.0205126,0.039134,0.007536,nan,nan,nan,0.0205126,0.039134,0.007536,nan,nan,nan
10,100,200,2024-11-19 21:46:06.848821,0.1038972,0.198999,0.051233,nan,nan,nan,0.1038972,0.198999,0.051233,nan,nan,nan
10,100,700,2024-11-19 21:46:26.032929,0.5432155,0.758868,0.165306,nan,nan,nan,0.5432155,0.758868,0.165306,nan,nan,nan
10,100,100,2024-11-19 21:47:08.513685,0.0298054,0.043567,0.017794,0.025182999999999997,0.032572,0.017794,0.030961,0.043567,0.018765,nan,nan,nan
10,100,200,2024-11-19 21:47:15.020745,0.1448867,0.225955,0.086749,nan,nan,nan,0.1448867,0.225955,0.086749,nan,nan,nan
